CustomerID,MonetaryValue,Frequency,LastInvoiceDate,Recency,R_Quartile,F_Quartile,M_Quartile,RFM_Score,Segment
13581.0,118.0,1,2011-02-03 14:41:00,308,1,1,1,111,Hibernating
13583.0,781.03,1,2011-07-07 10:40:00,155,2,1,3,213,Need Attention
13584.0,142.4,1,2011-02-06 12:49:00,306,1,1,1,111,Hibernating
13587.0,712.4,1,2011-10-07 12:31:00,63,3,1,3,313,Promising
13588.0,2478.95,9,2011-11-24 10:42:00,15,4,5,5,455,Champions
13589.0,379.65,2,2011-11-25 12:10:00,14,4,2,2,422,New Customers
13590.0,1981.92,6,2011-11-28 12:54:00,10,5,5,4,554,Champions
13591.0,1117.13,3,2011-10-06 12:26:00,64,3,3,4,334,334
13592.0,247.95999999999998,4,2011-11-04 09:49:00,35,3,4,1,341,Potential Loyalists
13593.0,2037.0800000000002,5,2011-08-23 13:35:00,107,2,4,4,244,At Risk
13594.0,396.97,1,2011-10-18 10:19:00,52,3,1,2,312,Need Attention
13596.0,697.04,2,2011-12-04 12:01:00,5,5,2,3,523,Promising
13598.0,180.17000000000002,1,2011-10-23 14:28:00,46,3,1,1,311,New Customers
13599.0,5153.67,21,2011-12-08 16:10:00,0,5,5,5,555,Champions
13600.0,219.52,1,2011-01-31 15:27:00,311,1,1,1,111,Hibernating
13601.0,693.32,2,2011-10-25 17:31:00,44,3,2,3,323,Potential Loyalists
13602.0,428.89,1,2011-10-06 11:47:00,64,3,1,2,312,Need Attention
13603.0,164.34,1,2011-11-13 15:57:00,25,4,1,1,411,New Customers
13606.0,280.53999999999996,3,2011-11-10 17:46:00,28,4,3,2,432,Potential Loyalists
13607.0,678.01,1,2011-10-30 16:17:00,39,3,1,3,313,Promising
13610.0,1131.88,7,2011-11-27 15:38:00,11,5,5,4,554,Champions
13611.0,1171.8,3,2011-09-11 14:51:00,88,2,3,4,234,At Risk
13614.0,1610.46,4,2011-11-15 14:47:00,23,4,4,4,444,Loyal Customers
13615.0,417.69,1,2011-01-25 08:21:00,318,1,1,2,112,Hibernating
13617.0,544.18,3,2011-10-30 13:50:00,39,3,3,3,333,Potential Loyalists
13618.0,177.34,1,2011-06-19 11:09:00,173,2,1,1,211,At Risk
13621.0,213.85,1,2011-08-15 08:26:00,116,2,1,1,211,At Risk
13623.0,747.78,5,2011-11-09 12:00:00,30,4,4,3,443,443
13626.0,257.23,1,2011-04-01 10:05:00,252,1,1,2,112,Hibernating
13627.0,1638.47,5,2011-10-11 14:20:00,58,3,4,4,344,Loyal Customers
13629.0,7792.36,11,2011-11-16 13:21:00,22,4,5,5,455,Champions
13630.0,2031.78,7,2011-12-04 15:16:00,4,5,5,4,554,Champions
13631.0,3070.42,11,2011-09-01 09:57:00,99,2,5,5,255,255
13632.0,2121.27,5,2011-11-15 10:51:00,24,4,4,5,445,Champions
13634.0,1575.16,5,2011-11-06 13:40:00,32,4,4,4,444,Loyal Customers
13635.0,1071.03,1,2011-10-03 10:55:00,67,3,1,4,314,Promising
13636.0,949.12,5,2011-11-03 10:30:00,36,3,4,4,344,Loyal Customers
13637.0,809.25,3,2011-10-18 13:32:00,51,3,3,3,333,Potential Loyalists
13638.0,122.64,1,2011-11-24 10:38:00,15,4,1,1,411,New Customers
13639.0,1033.34,1,2011-09-26 13:36:00,73,2,1,4,214,Cannot Lose Them
13642.0,354.8,1,2011-05-08 12:34:00,215,1,1,2,112,Hibernating
13643.0,519.44,3,2011-11-08 15:37:00,30,4,3,3,433,Potential Loyalists
13644.0,2624.26,4,2011-11-23 14:07:00,15,4,4,5,445,Champions
13645.0,252.1,1,2011-08-11 16:11:00,119,2,1,2,212,At Risk
13647.0,1678.1200000000001,4,2011-11-30 12:00:00,9,5,4,4,544,Champions
13649.0,346.6,2,2011-03-28 11:51:00,256,1,2,2,122,At Risk
13650.0,1836.34,6,2011-11-23 12:22:00,16,4,5,4,454,Champions
13651.0,79.2,1,2011-10-31 12:11:00,39,3,1,1,311,New Customers
13652.0,1095.08,3,2011-10-25 08:51:00,45,3,3,4,334,334
13654.0,2707.33,6,2011-10-27 16:24:00,42,3,5,5,355,Loyal Customers
13655.0,932.97,2,2011-08-17 14:25:00,113,2,2,4,224,At Risk
13656.0,379.65,2,2011-06-28 10:31:00,164,2,2,2,222,At Risk
13657.0,382.14,2,2011-11-29 12:32:00,10,5,2,2,522,Promising
13658.0,2639.17,5,2011-11-30 10:13:00,9,5,4,5,545,Champions
13659.0,1573.2,2,2011-05-18 12:37:00,205,1,2,4,124,124
13662.0,897.76,3,2011-09-15 12:04:00,85,2,3,3,233,At Risk
13663.0,189.47,1,2011-06-13 15:44:00,178,2,1,1,211,At Risk
13666.0,84.65,3,2011-10-10 15:39:00,59,3,3,1,331,Need Attention
13667.0,305.02,1,2011-07-13 15:42:00,148,2,1,2,212,At Risk
13668.0,6363.59,21,2011-12-07 12:11:00,2,5,5,5,555,Champions
13669.0,218.55,2,2011-10-20 09:32:00,50,3,2,1,321,Need Attention
13670.0,349.7,1,2011-09-25 15:25:00,74,2,1,2,212,At Risk
13672.0,186.39000000000001,2,2011-02-11 13:53:00,300,1,2,1,121,Hibernating
13673.0,396.92,2,2011-11-21 12:11:00,18,4,2,2,422,New Customers
13675.0,486.82000000000005,2,2011-07-11 12:57:00,150,2,2,3,223,At Risk
13678.0,232.6,1,2011-07-11 10:14:00,151,2,1,1,211,At Risk
13680.0,3722.42,4,2011-12-08 13:47:00,0,5,4,5,545,Champions
13681.0,827.83,4,2011-11-22 11:13:00,17,4,4,3,443,443
13682.0,59.5,1,2011-06-05 14:06:00,186,1,1,1,111,Hibernating
13684.0,67.23,1,2011-02-27 10:13:00,285,1,1,1,111,Hibernating
13685.0,3119.44,7,2011-12-07 11:41:00,2,5,5,5,555,Champions
13686.0,72.0,1,2011-06-10 09:10:00,182,1,1,1,111,Hibernating
13689.0,910.0,1,2011-10-07 13:21:00,62,3,1,3,313,Promising
13690.0,172.25,1,2011-10-11 15:03:00,58,3,1,1,311,New Customers
13692.0,1488.32,3,2011-11-15 11:17:00,24,4,3,4,434,434
13694.0,65039.62,50,2011-12-06 09:32:00,3,5,5,5,555,Champions
13695.0,2504.13,15,2011-11-08 14:26:00,30,4,5,5,455,Champions
13697.0,151.29999999999998,1,2011-11-01 09:14:00,38,3,1,1,311,New Customers
13699.0,308.58000000000004,1,2011-07-07 16:51:00,154,2,1,2,212,At Risk
13700.0,2265.12,10,2011-11-13 13:00:00,25,4,5,5,455,Champions
13703.0,99.5,1,2011-01-25 13:10:00,317,1,1,1,111,Hibernating
13704.0,2308.06,9,2011-12-04 15:13:00,4,5,5,5,555,Champions
13705.0,711.86,3,2011-12-02 12:32:00,7,5,3,3,533,Potential Loyalists
13706.0,330.79,1,2011-02-10 09:21:00,302,1,1,2,112,Hibernating
13707.0,806.41,2,2011-03-17 18:03:00,266,1,2,3,123,At Risk
13708.0,294.88,1,2011-03-13 13:46:00,270,1,1,2,112,Hibernating
13709.0,6328.05,13,2011-12-06 10:28:00,3,5,5,5,555,Champions
13710.0,180.48,1,2011-11-08 08:16:00,31,4,1,1,411,New Customers
13711.0,252.06,2,2011-05-05 10:31:00,218,1,2,2,122,At Risk
13712.0,228.84,1,2011-04-07 12:33:00,246,1,1,1,111,Hibernating
13715.0,1079.34,5,2011-03-03 19:21:00,280,1,4,4,144,Cannot Lose Them
13716.0,138.28,1,2011-03-15 13:49:00,268,1,1,1,111,Hibernating
13717.0,1445.01,6,2011-11-07 14:13:00,31,4,5,4,454,Champions
13718.0,306.55,2,2011-04-07 13:24:00,245,1,2,2,122,At Risk
13719.0,1041.68,5,2011-11-24 15:26:00,14,4,4,4,444,Loyal Customers
13720.0,799.9,4,2011-08-15 12:46:00,116,2,4,3,243,At Risk
13721.0,524.14,1,2011-11-03 14:05:00,35,3,1,3,313,Promising
13722.0,2375.41,3,2011-07-31 12:44:00,131,2,3,5,235,About to Sleep
13723.0,199.85000000000002,1,2011-05-06 17:04:00,216,1,1,1,111,Hibernating
13725.0,1980.56,8,2011-10-21 10:03:00,49,3,5,4,354,Loyal Customers
13726.0,1079.6599999999999,2,2011-11-01 10:49:00,38,3,2,4,324,324
13727.0,333.48,2,2011-11-11 09:46:00,28,4,2,2,422,New Customers
13728.0,1016.14,6,2011-11-03 10:49:00,36,3,5,4,354,Loyal Customers
13730.0,752.6,2,2011-07-27 08:35:00,135,2,2,3,223,At Risk
13731.0,610.59,2,2011-05-04 14:33:00,218,1,2,3,123,At Risk
13732.0,491.86,1,2011-11-11 15:49:00,27,4,1,3,413,New Customers
13735.0,2885.2400000000002,4,2011-11-15 11:14:00,24,4,4,5,445,Champions
13736.0,731.9,2,2011-12-04 15:19:00,4,5,2,3,523,Promising
13737.0,339.59999999999997,1,2011-05-23 16:32:00,199,1,1,2,112,Hibernating
13739.0,216.9,1,2011-11-21 13:35:00,17,4,1,1,411,New Customers
13740.0,350.75,1,2011-04-13 10:32:00,240,1,1,2,112,Hibernating
13741.0,668.4300000000001,3,2011-09-29 09:19:00,71,3,3,3,333,Potential Loyalists
13742.0,3131.02,12,2011-11-23 11:07:00,16,4,5,5,455,Champions
13743.0,1341.6,7,2011-12-07 10:09:00,2,5,5,4,554,Champions
13744.0,1156.36,2,2011-09-05 15:19:00,94,2,2,4,224,At Risk
13745.0,300.04,1,2011-06-30 16:43:00,161,2,1,2,212,At Risk
13747.0,79.6,1,2010-12-01 10:37:00,373,1,1,1,111,Hibernating
13748.0,948.25,5,2011-09-05 09:45:00,95,2,4,4,244,At Risk
13750.0,1647.26,5,2011-10-17 12:16:00,53,3,4,4,344,Loyal Customers
13751.0,296.25,1,2011-02-24 15:56:00,287,1,1,2,112,Hibernating
13752.0,1186.28,6,2011-08-07 14:16:00,123,2,5,4,254,254
13753.0,741.26,1,2011-02-25 12:48:00,287,1,1,3,113,Cannot Lose Them
13754.0,282.59999999999997,2,2011-07-11 11:51:00,151,2,2,2,222,At Risk
13755.0,2161.35,9,2011-12-06 12:26:00,3,5,5,5,555,Champions
13756.0,5189.52,14,2011-12-07 16:44:00,1,5,5,5,555,Champions
13758.0,3190.55,7,2011-11-28 11:11:00,11,5,5,5,555,Champions
13759.0,659.4100000000001,2,2011-11-06 14:47:00,32,4,2,3,423,Potential Loyalists
13760.0,286.79,2,2011-10-16 16:13:00,53,3,2,2,322,About to Sleep
13761.0,1070.65,2,2011-10-20 14:01:00,49,3,2,4,324,324
13762.0,306.72,1,2011-05-05 09:15:00,218,1,1,2,112,Hibernating
13763.0,1714.96,1,2011-10-07 15:13:00,62,3,1,4,314,Promising
13764.0,1518.76,3,2011-09-30 12:03:00,70,3,3,4,334,334
13767.0,17220.36,37,2011-12-07 15:00:00,1,5,5,5,555,Champions
13769.0,2796.51,10,2011-12-07 15:08:00,1,5,5,5,555,Champions
13771.0,2634.45,4,2011-10-06 14:18:00,63,3,4,5,345,Loyal Customers
13772.0,1132.13,3,2011-11-06 11:43:00,33,3,3,4,334,334
13774.0,345.0,1,2011-09-19 12:06:00,81,2,1,2,212,At Risk
13777.0,25977.16,33,2011-12-09 12:25:00,0,5,5,5,555,Champions
13778.0,178.7,1,2011-08-28 15:25:00,102,2,1,1,211,At Risk
13780.0,360.01,2,2011-12-02 13:49:00,6,5,2,2,522,Promising
13781.0,127.84,1,2011-04-03 12:08:00,250,1,1,1,111,Hibernating
13782.0,912.0,6,2011-11-27 11:54:00,12,5,5,3,553,Potential Loyalists
13784.0,2462.79,11,2011-11-30 09:33:00,9,5,5,5,555,Champions
13786.0,230.39999999999998,1,2010-12-07 13:53:00,366,1,1,1,111,Hibernating
13787.0,309.04,2,2011-09-25 12:06:00,75,2,2,2,222,At Risk
13790.0,348.8,1,2011-12-05 15:48:00,3,5,1,2,512,New Customers
13791.0,1516.0,2,2011-08-04 11:44:00,127,2,2,4,224,At Risk
13792.0,195.55,2,2011-10-04 14:31:00,65,3,2,1,321,Need Attention
13798.0,37153.85,57,2011-12-08 15:51:00,0,5,5,5,555,Champions
13799.0,688.86,2,2011-08-15 12:07:00,116,2,2,3,223,At Risk
13800.0,558.32,1,2011-02-03 12:27:00,309,1,1,3,113,Cannot Lose Them
13801.0,324.8,1,2011-10-04 10:15:00,66,3,1,2,312,Need Attention
13802.0,4599.42,3,2011-07-24 10:54:00,138,2,3,5,235,About to Sleep
13803.0,277.07,1,2011-03-29 12:57:00,254,1,1,2,112,Hibernating
13804.0,2635.79,7,2011-11-09 12:32:00,30,4,5,5,455,Champions
13805.0,924.6,2,2011-10-18 14:50:00,51,3,2,3,323,Potential Loyalists
13806.0,256.38,1,2011-10-07 11:43:00,63,3,1,2,312,Need Attention
13807.0,112.6,1,2010-12-07 15:48:00,366,1,1,1,111,Hibernating
13808.0,1747.66,5,2011-12-04 12:18:00,5,5,4,4,544,Champions
13809.0,155.05,1,2011-02-07 13:15:00,304,1,1,1,111,Hibernating
13810.0,827.51,2,2011-11-11 08:33:00,28,4,2,3,423,Potential Loyalists
13811.0,519.75,2,2011-06-09 09:54:00,183,1,2,3,123,At Risk
13812.0,485.0,3,2011-10-28 14:27:00,41,3,3,3,333,Potential Loyalists
13813.0,1168.8600000000001,4,2011-10-31 10:38:00,39,3,4,4,344,Loyal Customers
13814.0,1579.12,2,2011-09-08 13:48:00,91,2,2,4,224,At Risk
13815.0,3667.36,4,2011-11-17 14:19:00,21,4,4,5,445,Champions
13816.0,499.67,2,2011-11-16 08:38:00,23,4,2,3,423,Potential Loyalists
13817.0,328.98,2,2011-11-10 17:49:00,28,4,2,2,422,New Customers
13819.0,1140.35,3,2011-02-11 10:38:00,301,1,3,4,134,At Risk
13821.0,385.64,2,2011-07-18 09:49:00,144,2,2,2,222,At Risk
13822.0,632.0,2,2011-12-04 12:13:00,5,5,2,3,523,Promising
13823.0,957.66,2,2011-11-21 10:22:00,18,4,2,4,424,Promising
13824.0,1698.94,5,2011-11-07 12:41:00,32,4,4,4,444,Loyal Customers
13826.0,189.5,1,2011-06-16 13:48:00,175,2,1,1,211,At Risk
13827.0,412.05,3,2011-10-13 12:38:00,57,3,3,2,332,About to Sleep
13828.0,209.49,1,2011-11-17 16:02:00,21,4,1,1,411,New Customers
13831.0,2202.99,6,2011-11-23 15:41:00,15,4,5,5,455,Champions
13832.0,52.199999999999996,1,2011-11-20 15:36:00,18,4,1,1,411,New Customers
13833.0,384.8,1,2011-07-03 13:27:00,158,2,1,2,212,At Risk
13835.0,834.57,4,2011-11-14 15:37:00,24,4,4,3,443,443
13837.0,271.24,2,2011-05-12 12:10:00,211,1,2,2,122,At Risk
13838.0,691.73,4,2011-12-04 11:00:00,5,5,4,3,543,Loyal Customers
13841.0,85.0,1,2011-04-01 12:10:00,252,1,1,1,111,Hibernating
13842.0,3385.62,9,2011-10-12 10:51:00,58,3,5,5,355,Loyal Customers
13844.0,361.62,1,2011-11-28 13:21:00,10,5,1,2,512,New Customers
13845.0,312.98,1,2011-10-06 08:25:00,64,3,1,2,312,Need Attention
13846.0,865.0600000000001,3,2011-11-15 12:07:00,24,4,3,3,433,Potential Loyalists
13848.0,1255.0,3,2011-09-08 12:58:00,91,2,3,4,234,At Risk
13849.0,1537.95,2,2011-10-19 10:59:00,51,3,2,4,324,324
13850.0,1595.48,1,2011-08-02 14:04:00,128,2,1,4,214,Cannot Lose Them
13851.0,2651.46,3,2011-09-05 12:36:00,95,2,3,5,235,About to Sleep
13853.0,1090.14,1,2011-10-13 14:18:00,56,3,1,4,314,Promising
13854.0,8109.5199999999995,25,2011-12-01 09:06:00,8,5,5,5,555,Champions
13856.0,388.5,3,2011-06-24 10:03:00,168,2,3,2,232,232
13858.0,216.17,1,2011-10-13 16:17:00,56,3,1,1,311,New Customers
13859.0,201.16,1,2011-01-17 16:14:00,325,1,1,1,111,Hibernating
13860.0,1245.9,5,2011-12-08 12:57:00,0,5,4,4,544,Champions
13862.0,2209.36,8,2011-11-21 16:24:00,17,4,5,5,455,Champions
13863.0,305.78,1,2011-04-06 10:20:00,247,1,1,2,112,Hibernating
13865.0,501.56,4,2011-10-12 13:31:00,57,3,4,3,343,343
13866.0,145.67000000000002,1,2011-09-26 14:54:00,73,2,1,1,211,At Risk
13867.0,1015.29,3,2011-11-08 15:48:00,30,4,3,4,434,434
13868.0,3192.54,2,2011-12-02 16:32:00,6,5,2,5,525,Promising
13869.0,3104.95,4,2011-08-08 13:53:00,122,2,4,5,245,245
13870.0,2770.94,8,2011-12-07 13:23:00,1,5,5,5,555,Champions
13871.0,6403.25,13,2011-11-17 10:49:00,22,4,5,5,455,Champions
13873.0,389.6,3,2011-08-12 10:08:00,119,2,3,2,232,232
13874.0,540.45,1,2010-12-16 18:20:00,357,1,1,3,113,Cannot Lose Them
13875.0,1786.79,5,2011-10-17 09:36:00,53,3,4,4,344,Loyal Customers
13876.0,122.7,1,2011-10-07 10:22:00,63,3,1,1,311,New Customers
13877.0,117.24,1,2011-09-14 15:49:00,85,2,1,1,211,At Risk
13878.0,1281.53,1,2011-10-16 12:19:00,54,3,1,4,314,Promising
13880.0,3219.77,13,2011-11-18 13:44:00,20,4,5,5,455,Champions
13881.0,17159.52,20,2011-12-06 12:50:00,3,5,5,5,555,Champions
13882.0,1191.13,5,2011-12-07 11:16:00,2,5,4,4,544,Champions
13883.0,2674.48,5,2011-11-29 10:45:00,10,5,4,5,545,Champions
13884.0,787.6,5,2011-12-02 16:30:00,6,5,4,3,543,Loyal Customers
13885.0,506.8,2,2011-06-03 15:07:00,188,1,2,3,123,At Risk
13886.0,243.56,1,2011-09-29 13:17:00,70,3,1,1,311,New Customers
13887.0,349.55,1,2011-05-19 17:22:00,203,1,1,2,112,Hibernating
13888.0,605.63,2,2011-08-12 10:13:00,119,2,3,3,233,At Risk
13889.0,416.90000000000003,1,2011-09-08 09:13:00,92,2,1,2,212,At Risk
13890.0,1883.8100000000002,10,2011-12-08 15:36:00,0,5,5,4,554,Champions
13892.0,632.97,4,2011-11-13 11:50:00,26,4,4,3,443,443
13893.0,821.1,1,2011-02-15 11:30:00,297,1,1,3,113,Cannot Lose Them
13894.0,564.62,3,2011-11-16 09:44:00,23,4,3,3,433,Potential Loyalists
13895.0,2593.07,4,2011-11-11 16:57:00,27,4,4,5,445,Champions
13897.0,311.16,1,2011-10-20 14:30:00,49,3,1,2,312,Need Attention
13898.0,155.93,1,2011-01-18 10:28:00,325,1,1,1,111,Hibernating
13899.0,388.52,2,2011-11-23 13:40:00,15,4,3,2,432,Potential Loyalists
13900.0,740.95,3,2011-06-09 19:26:00,182,1,3,3,133,133
13901.0,2867.2,5,2011-09-28 14:48:00,71,3,4,5,345,Loyal Customers
13904.0,332.64,2,2011-11-02 13:41:00,36,3,3,2,332,About to Sleep
13908.0,2319.55,4,2011-09-21 11:49:00,79,2,4,5,245,245
13911.0,2580.91,9,2011-10-13 15:43:00,56,3,5,5,355,Loyal Customers
13914.0,626.45,2,2011-11-28 10:35:00,11,5,3,3,533,Potential Loyalists
13917.0,272.04,2,2011-10-21 09:56:00,49,3,3,2,332,About to Sleep
13918.0,1212.8400000000001,2,2011-10-21 12:25:00,49,3,3,4,334,334
13919.0,348.81,2,2011-10-11 14:24:00,58,3,3,2,332,About to Sleep
13922.0,172.25,1,2010-12-23 10:38:00,351,1,1,1,111,Hibernating
13923.0,351.13,1,2011-10-17 12:33:00,53,3,1,2,312,Need Attention
13924.0,1838.8500000000001,6,2011-12-08 09:39:00,1,5,5,4,554,Champions
13925.0,678.25,4,2011-09-08 12:47:00,92,2,4,3,243,At Risk
13926.0,223.85000000000002,1,2011-11-16 13:16:00,22,4,1,1,411,New Customers
13927.0,348.99,1,2011-09-26 12:00:00,74,2,1,2,212,At Risk
13928.0,464.57,4,2011-11-29 10:33:00,10,5,4,2,542,Potential Loyalists
13929.0,842.65,2,2011-06-23 15:26:00,168,2,3,3,233,At Risk
13930.0,337.34,2,2011-10-13 09:45:00,57,3,3,2,332,About to Sleep
13931.0,1237.53,2,2011-09-05 10:12:00,95,2,3,4,234,At Risk
13932.0,307.4,1,2011-02-18 12:02:00,294,1,1,2,112,Hibernating
13933.0,608.7900000000001,2,2011-08-22 14:03:00,108,2,3,3,233,At Risk
13934.0,922.1,1,2011-03-21 08:39:00,263,1,1,3,113,Cannot Lose Them
13936.0,376.58,1,2011-06-13 08:47:00,179,1,1,2,112,Hibernating
13937.0,158.85,1,2011-06-23 16:35:00,168,2,1,1,211,At Risk
13938.0,71.66,1,2011-11-04 14:37:00,34,3,1,1,311,New Customers
13939.0,568.55,3,2011-11-16 13:33:00,22,4,3,3,433,Potential Loyalists
13940.0,839.14,4,2011-11-22 15:15:00,16,4,4,3,443,443
13941.0,5112.96,5,2011-11-18 09:43:00,21,4,4,5,445,Champions
13946.0,561.5699999999999,3,2011-09-21 13:33:00,78,2,3,3,233,At Risk
13947.0,90.6,1,2011-10-05 14:42:00,64,3,1,1,311,New Customers
13948.0,102.0,1,2010-12-14 10:18:00,360,1,1,1,111,Hibernating
13949.0,2427.32,6,2011-12-07 09:35:00,2,5,5,5,555,Champions
13950.0,745.06,4,2011-11-28 14:44:00,10,5,4,3,543,Loyal Customers
13951.0,674.45,3,2011-06-16 16:43:00,175,2,3,3,233,At Risk
13952.0,3251.071,2,2011-05-06 09:00:00,217,1,3,5,135,135
13953.0,3515.68,7,2011-12-02 16:04:00,6,5,5,5,555,Champions
13954.0,439.92,2,2011-12-08 12:50:00,1,5,3,2,532,Potential Loyalists
13955.0,322.96,2,2011-07-08 17:19:00,153,2,3,2,232,232
13956.0,1026.42,5,2011-12-04 13:20:00,4,5,4,4,544,Champions
13959.0,598.2,3,2011-09-21 15:06:00,78,2,3,3,233,At Risk
13960.0,230.22,2,2011-11-18 15:27:00,20,4,3,1,431,Potential Loyalists
13962.0,169.55,2,2011-11-18 08:47:00,21,4,3,1,431,Potential Loyalists
13963.0,664.54,4,2011-02-04 14:43:00,307,1,4,3,143,At Risk
13967.0,80.7,1,2011-07-17 12:02:00,145,2,1,1,211,At Risk
13969.0,9053.94,18,2011-12-02 15:11:00,6,5,5,5,555,Champions
13971.0,2758.26,8,2011-11-21 12:06:00,18,4,5,5,455,Champions
13972.0,190.25,2,2011-09-30 11:54:00,70,3,3,1,331,Need Attention
13973.0,264.7,1,2011-02-25 15:21:00,286,1,1,2,112,Hibernating
13974.0,413.59000000000003,1,2011-10-21 14:41:00,48,3,1,2,312,Need Attention
13975.0,2526.28,6,2011-11-08 13:19:00,30,4,5,5,455,Champions
13976.0,357.98,1,2011-05-17 09:13:00,206,1,1,2,112,Hibernating
13978.0,196.79000000000002,2,2011-11-25 11:36:00,14,4,3,1,431,Potential Loyalists
13979.0,869.87,1,2011-09-27 13:32:00,72,2,1,3,213,Need Attention
13980.0,200.14,1,2011-10-10 13:34:00,59,3,1,1,311,New Customers
13982.0,1871.81,4,2011-10-31 16:24:00,38,3,4,4,344,Loyal Customers
13983.0,2603.43,12,2011-11-10 11:06:00,29,4,5,5,455,Champions
13984.0,920.51,5,2011-11-13 12:38:00,26,4,4,3,443,443
13985.0,7060.13,15,2011-12-05 17:06:00,3,5,5,5,555,Champions
13986.0,320.46,1,2011-11-22 15:00:00,16,4,1,2,412,New Customers
13988.0,4147.96,6,2011-11-20 10:15:00,19,4,5,5,455,Champions
13989.0,1266.08,2,2011-10-05 09:47:00,65,3,3,4,334,334
13990.0,311.3,1,2011-05-10 15:19:00,212,1,1,2,112,Hibernating
13991.0,854.97,6,2011-11-27 16:18:00,11,5,5,3,553,Potential Loyalists
13992.0,76.8,1,2011-11-09 15:23:00,29,4,1,1,411,New Customers
13993.0,3466.36,9,2011-10-28 09:06:00,42,3,5,5,355,Loyal Customers
13994.0,2313.14,6,2011-12-06 11:05:00,3,5,5,5,555,Champions
13995.0,1393.69,5,2011-11-24 14:22:00,14,4,4,4,444,Loyal Customers
13999.0,3901.81,12,2011-11-29 13:40:00,9,5,5,5,555,Champions
14000.0,635.66,1,2011-05-12 16:50:00,210,1,1,3,113,Cannot Lose Them
14001.0,2043.0800000000002,3,2011-10-25 10:31:00,45,3,3,4,334,334
14002.0,529.73,2,2011-07-28 15:55:00,133,2,3,3,233,At Risk
14004.0,4582.64,7,2011-10-27 14:40:00,42,3,5,5,355,Loyal Customers
14005.0,2874.72,5,2011-11-30 12:41:00,9,5,4,5,545,Champions
14006.0,962.19,3,2011-08-16 09:39:00,115,2,3,4,234,At Risk
14009.0,695.61,2,2011-05-25 15:47:00,197,1,3,3,133,133
14012.0,328.8,1,2011-03-07 12:26:00,277,1,1,2,112,Hibernating
14013.0,473.02,3,2011-08-21 15:01:00,109,2,3,2,232,232
14014.0,505.18,1,2011-09-23 13:18:00,76,2,1,3,213,Need Attention
14015.0,917.34,1,2011-10-18 10:02:00,52,3,1,3,313,Promising
14016.0,4291.21,4,2011-07-01 11:29:00,161,2,4,5,245,245
14019.0,1421.61,3,2011-10-24 10:13:00,46,3,3,4,334,334
14020.0,642.8,2,2011-11-23 09:22:00,16,4,3,3,433,Potential Loyalists
14021.0,631.9,3,2011-07-07 15:46:00,154,2,3,3,233,At Risk
14022.0,440.0,1,2011-04-28 14:39:00,224,1,1,2,112,Hibernating
14023.0,584.07,2,2011-12-02 13:58:00,6,5,3,3,533,Potential Loyalists
14024.0,327.7,2,2011-08-10 11:30:00,121,2,3,2,232,232
14027.0,104.82,1,2011-10-10 09:01:00,60,3,1,1,311,New Customers
14029.0,467.66,2,2011-10-07 14:46:00,62,3,3,2,332,About to Sleep
14030.0,2360.09,8,2011-11-21 16:48:00,17,4,5,5,455,Champions
14031.0,17286.86,19,2011-12-02 17:13:00,6,5,5,5,555,Champions
14032.0,2975.59,11,2011-12-07 15:23:00,1,5,5,5,555,Champions
14034.0,651.8199999999999,3,2011-11-17 14:02:00,21,4,3,3,433,Potential Loyalists
14035.0,1428.02,5,2011-11-11 10:03:00,28,4,4,4,444,Loyal Customers
14036.0,626.65,1,2011-02-28 09:26:00,284,1,1,3,113,Cannot Lose Them
14037.0,147.20000000000002,2,2011-06-16 13:57:00,175,2,3,1,231,Need Attention
14038.0,1560.38,3,2011-09-22 13:37:00,77,2,3,4,234,At Risk
14039.0,152.2,1,2011-11-06 13:48:00,32,4,1,1,411,New Customers
14040.0,3614.92,12,2011-10-30 12:42:00,40,3,5,5,355,Loyal Customers
14041.0,141.41,1,2011-03-18 13:25:00,265,1,1,1,111,Hibernating
14044.0,652.82,4,2011-11-13 12:05:00,26,4,4,3,443,443
14045.0,1659.75,4,2011-08-22 15:27:00,108,2,4,4,244,At Risk
14046.0,151.59,1,2011-02-28 14:48:00,283,1,1,1,111,Hibernating
14047.0,1308.6100000000001,5,2011-12-01 11:43:00,8,5,4,4,544,Champions
14048.0,409.93,1,2011-02-07 14:53:00,304,1,1,2,112,Hibernating
14049.0,5681.72,4,2011-11-23 12:20:00,16,4,4,5,445,Champions
14050.0,746.36,2,2011-11-08 10:00:00,31,4,3,3,433,Potential Loyalists
14051.0,15610.390000000001,23,2011-12-09 10:20:00,0,5,5,5,555,Champions
14052.0,225.36,1,2011-11-20 12:30:00,19,4,1,1,411,New Customers
14053.0,260.25,2,2011-08-07 14:27:00,123,2,3,2,232,232
14054.0,92.46,1,2011-10-05 15:49:00,64,3,1,1,311,New Customers
14055.0,725.6400000000001,1,2011-08-25 15:04:00,105,2,1,3,213,Need Attention
14056.0,8214.65,23,2011-12-08 13:36:00,0,5,5,5,555,Champions
14057.0,6217.96,17,2011-11-16 10:32:00,23,4,5,5,455,Champions
14059.0,183.6,1,2011-03-18 10:06:00,266,1,1,1,111,Hibernating
14060.0,6140.42,19,2011-12-05 12:29:00,4,5,5,5,555,Champions
14062.0,10464.85,12,2011-11-30 10:04:00,9,5,5,5,555,Champions
